id,predict_set_y,target_y
0,0.09952702093309806,0.0
1,1.6591363811932454,2.0
2,0.8998141872165668,1.0
3,0.09961356636087226,0.0
4,0.09952610166894693,0.0
5,0.09986117980706077,0.0
6,1.659136391467466,3.0
7,0.10027695225176902,0.0
8,1.6665700368028897,2.0
9,0.8995951593508397,1.0
10,0.09995108306036016,0.0
11,0.10005608166714297,0.0
12,1.6649786893445042,2.0
13,0.09995450323908162,0.0
14,0.10012984404461989,0.0
15,0.09986117983166476,0.0
16,0.9002913725608351,1.0
17,0.10041398635561483,0.0
18,0.10037386549867311,0.0
19,0.10005759772256306,0.0
20,0.09999097893602538,0.0
21,0.09980876620410173,0.0
22,0.8995965204204557,1.0
23,1.6590935062424939,3.0
24,1.659042580597687,4.0
25,0.1003753131715478,0.0
26,0.09997001107454673,0.0
27,0.10012692539682788,0.0
28,0.10027093111947838,0.0
29,1.6591363874908038,3.0
30,0.10027277690396796,0.0
