id,predict_set_y,target_y
0,0.1004470668489289,0.0
1,1.6699871867441476,2.0
2,0.900035273947656,1.0
3,0.10011618423749413,0.0
4,0.09996766146951763,0.0
5,0.09996539583699249,0.0
6,1.6699871968465967,3.0
7,0.10027511135361222,0.0
8,1.6758295428187124,2.0
9,0.9004644678250315,1.0
10,0.09984703794396277,0.0
11,0.09996890153540605,0.0
12,1.6744546830718492,2.0
13,0.10044763068263463,0.0
14,0.10031990638483335,0.0
15,0.09997816948300686,0.0
16,0.8995412525204975,1.0
17,0.10031986463933873,0.0
18,0.10021498921910499,0.0
19,0.09996468199093345,0.0
20,0.1004470180453102,0.0
21,0.09996889471697301,0.0
22,0.8999642461353794,1.0
23,1.6699434882270139,3.0
24,1.6700356277931192,4.0
25,0.09996507749380079,0.0
26,0.09996643232001368,0.0
27,0.09996468148954296,0.0
28,0.09984918913786012,0.0
29,1.6699871930397685,3.0
30,0.0999646183014713,0.0
31,1.6771957994647697,2.0
32,0.8997512730514226,1.0
33,0.10023418938245576,0.0
34,0.10022495063543613,0.0
35,0.09997824091863583,0.0
36,1.6699871032924891,3.0
37,0.8999664318638123,1.0
38,1.6699871867700335,3.0
39,0.09996400421610396,0.0
40,1.648774662618122,4.0
41,0.10010409378288088,0.0
42,0.09946814885727395,0.0
43,0.10014836021723339,0.0
44,0.8999662046778751,1.0
45,1.6774034037441843,4.0
46,0.09965607578723501,0.0
47,1.6699871724908895,4.0
48,0.10018480643827776,0.0
49,0.0995283528005868,0.0
50,0.09998524508666196,0.0
51,0.10010409412384857,0.0
52,1.6699867481399653,2.0
53,0.09983130874944635,0.0
