id,predict_set_y,target_y
0,1.0464623645738313,0.0
1,2.2066878321305383,2.0
2,2.4409838457140216,1.0
3,0.5201759267854025,0.0
4,0.019287337131006277,0.0
5,-0.3877477941929903,0.0
6,1.7799773909026329,3.0
7,0.04254353531783961,0.0
8,1.8826803745993257,2.0
9,2.0107085972779837,1.0
10,1.0508872561805813,0.0
11,0.297126857376254,0.0
12,1.3388214958866616,2.0
13,0.27782413410108453,0.0
14,1.0502887130234717,0.0
15,0.25702388977912016,0.0
16,0.6223816094063499,1.0
17,0.40403833302365233,0.0
18,-0.03121844719897582,0.0
19,-0.3060566659189883,0.0
20,0.10483576850122311,0.0
21,-0.10540938824921087,0.0
22,0.26057858988472504,1.0
23,1.9959219064818463,3.0
24,2.4719168441503454,4.0
25,0.12505686286537632,0.0
26,-0.3658241962634301,0.0
27,0.4785692295121955,0.0
28,0.4594176854000358,0.0
29,1.7831833324379043,3.0
30,0.3844433159449758,0.0
31,1.5919327020743494,2.0
32,-0.028444589227321737,1.0
33,1.1308511531831897,0.0
34,-0.13045651048269113,0.0
35,0.08617062572927692,0.0
36,1.9094237206213587,3.0
37,1.9583448859236678,1.0
38,1.6939983838318462,3.0
39,0.4648042727886599,0.0
40,2.6850614844631338,4.0
41,0.4617396686404984,0.0
42,0.452584407719302,0.0
43,0.30830435858162986,0.0
44,0.2315454904418368,1.0
45,1.5863210280187936,4.0
46,0.08260764080929062,0.0
47,2.0772514719424953,4.0
48,0.5194860038882274,0.0
49,0.5960274455410348,0.0
50,-0.37423312799588726,0.0
51,1.0331588389920487,0.0
52,0.5582898055023764,2.0
53,-0.2369758940515132,0.0
54,1.5532039710889782,1.0
55,2.2315526036136237,1.0
56,1.233790109329629,1.0
57,1.030269097601905,1.0
58,0.7537321646249502,0.0
59,0.45213399517905306,0.0
60,1.2545946980619178,2.0
61,0.6714688314933583,0.0
62,2.711931075952055,1.0
63,-0.2714244412323443,0.0
64,1.7596895057102524,2.0
65,2.579728472435847,2.0
66,0.9055591642800473,1.0
67,1.3462738090684134,0.0
68,2.419860241109177,2.0
69,0.852710532709055,1.0
70,0.22442830489669618,0.0
71,1.5121349536106659,3.0
72,2.2164464405107083,1.0
73,1.502196387571548,1.0
74,0.4121660965870544,1.0
75,0.49318155279824905,0.0
76,2.1426217709853486,1.0
77,0.7985730365825294,0.0
78,-0.049072303375246706,0.0
79,1.800343428731938,3.0
80,0.9000023493967702,0.0
81,0.5835041546229578,0.0
82,0.08083926871043334,0.0
83,1.7713750237398538,3.0
84,-0.4734563408385888,0.0
85,0.11595626225865052,0.0
86,0.24767510079248534,0.0
87,-0.2295774751900419,0.0
88,0.3726134179166445,0.0
89,0.2303977376899149,0.0
90,0.531102148280713,0.0
91,3.5659733521517705,3.0
92,2.04129150543214,0.0
93,-0.23228844400344983,0.0
94,0.047481660049101926,0.0
95,1.189977497010693,1.0
96,1.7494643636392853,2.0
97,2.3854142907502904,3.0
98,0.1457277671032371,0.0
99,0.16165161828779784,0.0
100,0.1009020253308448,0.0
101,-0.4663150917434675,0.0
102,0.5700145959458178,0.0
103,0.3507460392212245,0.0
104,2.0425958463537253,3.0
105,0.28146118096608763,0.0
106,1.302477067792742,2.0
107,1.4576182342162973,1.0
108,1.9742689282000454,2.0
109,1.2383954752230377,3.0
110,1.5898667769350532,1.0
111,1.0280548374414116,1.0
112,0.1324039725800097,0.0
113,1.821504316067178,2.0
114,1.5865330378896536,2.0
115,0.5848595981438953,0.0
116,0.17582458633046927,0.0
117,0.20454422088668234,0.0
118,2.474992538958241,3.0
119,2.2861671661258036,2.0
120,1.7825078880618508,3.0
121,2.892813936286437,4.0
